Time(s),Velocity(m/s) A8 ubx,metric A8 ubx,E A8 ubx,N A8 ubx,U A8 ubx,Velocity(m/s) Tesla ubx,metric Tesla ubx,E Tesla ubx,N Tesla ubx,U Tesla ubx,Velocity(m/s) BMW ubx,metric BMW ubx,E BMW ubx,N BMW ubx,U BMW ubx,Velocity(m/s) A6 ubx,metric A6 ubx,E A6 ubx,N A6 ubx,U A6 ubx,Velocity(m/s) Mercedes ubx,metric Mercedes ubx,E Mercedes ubx,N Mercedes ubx,U Mercedes ubx
47861.5,16.51926718,0.539999999,108.84308529999998,741.9823438,0.470570074,16.36368323,0.775000001,130.5037872,705.4859597999999,-3.3621672069999997,16.92661365,0.4,154.8831376,671.3064807999999,0.505783175,16.83447859,0.3,183.41777240000002,628.3067017000001,0.546038383,17.13323423,0.5916666660000001,199.52580869999997,602.4321699,0.51990712
47861.6,16.523,0.549999999,107.9628972,743.358386,0.47015256899999996,16.35748695,0.750000001,129.5969679,706.8443846,-3.36229909,16.92546978,0.4,153.9408652,672.7142397999999,0.50452521,16.843,0.3,182.4813946,629.7039528,0.544461864,17.127,0.6,198.5790046,603.8548177,0.518660039
47861.7,16.5242897,0.55,107.0807281,744.7420061,0.469835823,16.35381101,0.725000001,128.6895322,708.2042825,-3.36243154,16.92634102,0.4,152.99934140000002,674.1225684999999,0.503281913,16.8521479,0.31666666600000004,181.5461681,631.1043323,0.54291797,17.1198634,0.591666667,197.6331356,605.2763355000001,0.5174203070000001
47861.8,16.52326019,0.55,106.1970354,746.1317478,0.46959637,16.35286081,0.7000000009999999,127.7814727,709.5656253999999,-3.362564556,16.929000000000002,0.4,152.05961010000001,675.5330682,0.502051362,16.86097537,0.333333332,180.6122409,632.5077432,0.541418818,17.112014000000002,0.583333334,196.6878322,606.6969194000001,0.516182479
47861.9,16.52036397,0.55,105.31260870000001,747.5255793,0.46940139799999997,16.35484175,0.6750000009999999,126.87278229999998,710.9283851,-3.362698135,16.93317302,0.38750000100000004,151.12219209999998,676.9467451,0.500825776,16.869,0.349999999,179.67951619999997,633.9137618,0.539970521,17.10372737,0.575000001,195.7426708,608.1168061000001,0.514939563
47862.0,16.51605353,0.55,104.42823759999999,748.9214688999999,0.46921809200000003,16.35995926,0.650000001,125.9634537,712.2925338,-3.362832278,16.93840099,0.375000001,150.18551609999997,678.3622259,0.499573934,16.87590466,0.35,178.74775559999998,635.3218656,0.5385741510000001,17.09527911,0.566666667,194.7972273,609.5362321,0.513684569
47862.1,16.51078138,0.55,103.54471170000001,750.3173847,0.46901363799999995,16.36841872,0.625000001,125.05347979999999,713.6580432,-3.362966981,16.94417846,0.362500001,149.2474875,679.7775419,0.498258755,16.88203335,0.35,177.8161534,636.7311371000001,0.537210605,17.08694479,0.558333334,193.8510778,610.955434,0.512410502
47862.2,16.505,0.55,102.66282059999999,751.7112950000001,0.468755222,16.38042555,0.6000000010000001,124.14285320000002,715.0248852000001,-3.363102243,16.95,0.350000001,148.3060119,681.1907249,0.496843159,16.88789537,0.35,176.8837623,638.1405602000001,0.535855738,17.079,0.550000001,192.90379840000003,612.3746482999999,0.511110373
47862.3,16.49891956,0.540000001,101.783188,753.1016401,0.468419271,16.3959175,0.537500004,123.23157859999999,716.3929637,-3.363238056,16.9555574,0.333333334,147.3598321,682.6003211,0.495304245,16.894000000000002,0.35,175.9496349,639.5491187000001,0.534485404,17.07165821,0.540000001,191.95518090000002,613.7941187999999,0.509781612
47862.4,16.49178087,0.530000001,100.90577320000001,754.4887477999999,0.468019175,16.41376166,0.475000004,122.3197071,717.76191,-3.363374378,16.96133141,0.316666668,146.4110405,684.006937,0.49367583200000004,16.90071348,0.333333334,175.0129188,640.9561898,0.533079847,17.06488443,0.530000001,191.00588,615.2141178999999,0.508439345
47862.5,16.4825824,0.520000001,100.03036970000001,755.8734181,0.467577564,16.43255749,0.412500004,121.4073014,719.1312869,-3.3635111610000004,16.968,0.300000001,145.4625665,685.4116938,0.492005917,16.90782982,0.316666668,174.07314119999998,642.3627249,0.531636853,17.05858154,0.520000001,190.05676609999998,616.634925,0.5071031220000001
