Time(s),Velocity(m/s) A8 azd,metric A8 azd,E A8 azd,N A8 azd,U A8 azd,Velocity(m/s) Tesla azd,metric Tesla azd,E Tesla azd,N Tesla azd,U Tesla azd,Velocity(m/s) BMW azd,metric BMW azd,E BMW azd,N BMW azd,U BMW azd,Velocity(m/s) A6 azd,metric A6 azd,E A6 azd,N A6 azd,U A6 azd,Velocity(m/s) Mercedes azd,metric Mercedes azd,E Mercedes azd,N Mercedes azd,U Mercedes azd
47946.9,16.32777778,0.1,-547.7680472,623.820806,-0.197804029,16.08777778,0.1,-562.7243329,650.5288536,-0.201868648,16.41,0.1,-587.360451,701.6792466,-0.21290538899999997,17.58222222,0.1,-605.1551360000001,761.4546726,-0.234259513,17.10777778,0.1,-611.3981481000001,800.7269418,-0.23476006100000002
47947.0,16.32545455,0.1,-546.9319529,622.4215320000001,-0.197405238,16.08181818,0.1,-561.9427409,649.1217541,-0.201562295,16.41,0.1,-586.7758683999999,700.1453958999999,-0.212570228,17.57090909,0.1,-604.7893521000001,759.7352512,-0.23386482100000003,17.11727273,0.1,-611.2241501,799.0245025,-0.23463598
47947.1,16.32111111,0.1,-546.0957377000001,621.0228657,-0.196973063,16.07777778,0.1,-561.1579277000001,647.716443,-0.20122962600000002,16.40777778,0.1,-586.1853846,698.6146831,-0.212232471,17.56111111,0.1,-604.4162914,758.0184275,-0.23343726399999998,17.12666667,0.1,-611.0413139999999,797.3215667000001,-0.23452837699999998
47947.2,16.31727273,0.1,-545.2591014,619.6241994,-0.19650777100000003,16.08272727,0.1,-560.3702235000001,646.3130892,-0.200902775,16.4,0.1,-585.5880624,697.0867931,-0.21189005800000002,17.54818182,0.1,-604.0353651,756.3046177,-0.23302585,17.13818182,0.1,-610.8496094999999,795.6189335,-0.234463439
47947.3,16.31333333,0.1,-544.4205176,618.2264106,-0.196021482,16.07888889,0.1,-559.580019,644.9115802,-0.20058616699999998,16.4,0.1,-584.9844726,695.5617486000001,-0.211546569,17.53666667,0.1,-603.6469757,754.5939342,-0.23260576800000002,17.14777778,0.1,-610.6495173,793.9163101,-0.23444065
47947.4,16.31181818,0.1,-543.5806232000001,616.8299043,-0.195540381,16.07090909,0.1,-558.7870498999999,643.5118147000001,-0.200266902,16.4,0.1,-584.3734315,694.0401342,-0.211223115,17.52454546,0.1,-603.2512554,752.8863321,-0.23216997399999997,17.16181818,0.1,-610.4408392999999,792.2135618,-0.234411669
47947.5,16.30777778,0.1,-542.7396105,615.4347817,-0.195036643,16.06,0.1,-557.9919949,642.1145127999999,-0.199876357,16.39888889,0.1,-583.7536171,692.5224224,-0.210925091,17.51444445,0.1,-602.8478497000001,751.1816877,-0.231743804,17.17666667,0.1,-610.2237495,790.510801,-0.23434567399999998
47947.6,16.30181818,0.1,-541.8971129,614.0406716,-0.194523947,16.07,0.1,-557.1933822000001,640.7190442000001,-0.199502485,16.39727273,0.1,-583.1234853999999,691.0085567000001,-0.210653055,17.50363636,0.1,-602.4369148,749.4805971,-0.231352728,17.19545454,0.1,-609.9977315,788.8068688,-0.234218675
47947.7,16.29888889,0.1,-541.0535451000001,612.6479791,-0.194016648,16.06666667,0.1,-556.3914099,639.3252404,-0.199193068,16.39,0.1,-582.4850849,689.4989311,-0.210357877,17.49,0.1,-602.0191116000001,747.7823068,-0.231037624,17.21333333,0.1,-609.7630856000001,787.1028116,-0.234023955
47947.8,16.29454545,0.1,-540.2094357999999,611.2558941000001,-0.19354098100000003,16.05636364,0.1,-555.5870574,637.9336638999999,-0.198855155,16.38909091,0.1,-581.8380073,687.9936805,-0.210007088,17.48090909,0.1,-601.5940195000001,746.0867042,-0.230758236,17.23363636,0.1,-609.5195832999999,785.3981456,-0.23382719300000002
47947.9,16.29222222,0.1,-539.3635772999999,609.865384,-0.19307014,16.05333333,0.1,-554.7811058,636.5440110000001,-0.19849002300000002,16.38777778,0.1,-581.1834363,686.491894,-0.209630144,17.47,0.1,-601.1621493,744.394183,-0.230440618,17.25444444,0.1,-609.2682524,783.6920947000001,-0.233657835
47948.0,16.28909091,0.1,-538.5168347,608.476179,-0.19260417,16.04818182,0.1,-553.9725638,635.1562817,-0.198134958,16.38909091,0.1,-580.5220267000001,684.9929753,-0.20927428899999997,17.45636364,0.1,-600.7226237000001,742.7048557999999,-0.230058078,17.27090909,0.1,-609.0083955,781.9858737000001,-0.233449853
47948.1,16.28666667,0.1,-537.6699053,607.0872442000001,-0.19212734199999998,16.04,0.1,-553.1617436,633.7710722,-0.19774209399999998,16.38,0.1,-579.8550165,683.4972283,-0.208930145,17.44444445,0.1,-600.2765002,741.0188013,-0.229630996,17.29111111,0.1,-608.7401089,780.2797641,-0.233247543
47948.2,16.28454545,0.1,-536.8229873,605.6983882999999,-0.191621496,16.04181818,0.1,-552.3477381,632.3880112,-0.197357681,16.38,0.1,-579.1825196000001,682.0043157,-0.208577235,17.43,0.1,-599.8228353,739.3361658,-0.229220652,17.31363636,0.1,-608.4634646000001,778.5727869,-0.233071067
47948.3,16.28111111,0.1,-535.9759004,604.3099712999999,-0.19107766,16.03888889,0.1,-551.5310099999999,631.0063,-0.19700530300000002,16.38,0.1,-578.5047825,680.5141924,-0.208223335,17.41444445,0.1,-599.3617673,737.6567804,-0.228812404,17.33555555,0.1,-608.1785229,776.8645822000001,-0.232911222
47948.4,16.27818182,0.1,-535.1281098999999,602.9217119,-0.190527847,16.02636364,0.1,-550.7126347,629.6272324,-0.196610431,16.37909091,0.1,-577.8212706,679.0262845999999,-0.207877851,17.39636364,0.1,-598.8921665,735.9812413,-0.228336225,17.35636363,0.1,-607.8858184999999,775.1554427,-0.232777793
47948.5,16.27666667,0.1,-534.2793813999999,601.5339362999999,-0.18997718100000002,16.02888889,0.1,-549.8925402000001,628.249571,-0.196214015,16.37222222,0.1,-577.1318754,677.5415486,-0.207526955,17.38222222,0.1,-598.4147780000001,734.309976,-0.22779858,17.37777778,0.1,-607.5850807999999,773.4459307,-0.232629568
47948.6,16.27363636,0.1,-533.4299854,600.1462508,-0.189399204,16.02545455,0.1,-549.0715799,626.8722246,-0.19586802600000003,16.37,0.1,-576.4357378,676.0607041000001,-0.20716500000000002,17.36090909,0.1,-597.9296437,732.6426134,-0.22727329699999999,17.39909091,0.1,-607.2742671,771.7355623,-0.232524127
47948.7,16.26777778,0.1,-532.5800839999999,598.7592628,-0.18881426199999998,16.01777778,0.1,-548.2515563999999,625.4948222999999,-0.19551352,16.36777778,0.1,-575.7335847,674.5837515,-0.20679275600000002,17.34333333,0.1,-597.4375808,730.9796259999999,-0.226795411,17.41111111,0.1,-606.9552878999999,770.0256651000001,-0.23236748899999998
47948.8,16.26363636,0.1,-531.7292627,597.3731187000001,-0.18823573,16.00545455,0.1,-547.4324695,624.1183316,-0.195111637,16.36818182,0.1,-575.0234333999999,673.1098015,-0.20645455199999999,17.32545455,0.1,-596.938295,729.3203838,-0.22636693600000002,17.43181818,0.1,-606.6278368,768.315373,-0.232138898
47948.9,16.26222222,0.1,-530.8774791999999,595.9880547,-0.18764529300000002,15.99888889,0.1,-546.6136102,622.742426,-0.194689075,16.36111111,0.1,-574.3072007000001,671.639192,-0.206152185,17.30555556,0.1,-596.4324230000001,727.6648643999999,-0.225981405,17.44666667,0.1,-606.2927791000001,766.604776,-0.23191795699999998
47949.0,16.26,0.1,-530.0252383999999,594.6034295,-0.187042226,15.99363636,0.1,-545.7942216,621.3672743,-0.19427946,16.36,0.1,-573.5841954,670.1719566,-0.20584628300000002,17.28909091,0.1,-595.9193640999999,726.0135402000001,-0.225625065,17.46272727,0.1,-605.9498262,764.8939641,-0.23166199
47949.1,16.25222222,0.1,-529.1724262,593.2190744,-0.18643726,15.98222222,0.1,-544.9751988,619.9927528,-0.19381216199999998,16.35555556,0.1,-572.8551687999999,668.7077467,-0.205524005,17.26888889,0.1,-595.3995687,724.3664338,-0.225290728,17.47444444,0.1,-605.5988099,763.1831397999999,-0.231383872
47949.2,16.25,0.1,-528.319481,591.8363732,-0.185829852,15.98090909,0.1,-544.1557548999999,618.6187489,-0.19338248,16.35909091,0.1,-572.1200787,667.2466636,-0.205199109,17.24818182,0.1,-594.8726343999999,722.7240063999999,-0.224946322,17.48090909,0.1,-605.2386666,761.4734616000001,-0.23104433
47949.3,16.25,0.1,-527.4663789,590.453931,-0.185238913,15.96666667,0.1,-543.3367187000001,617.2459263999999,-0.192931307,16.35333333,0.1,-571.3786788,665.7889209,-0.204906328,17.22888889,0.1,-594.3392821,721.0853243,-0.22457611800000002,17.49,0.1,-604.8700752000001,759.764716,-0.230658742
47949.4,16.24636364,0.1,-526.6138291,589.0715452000001,-0.18465584399999999,15.96272727,0.1,-542.5183668999999,615.8742742000001,-0.19241776800000002,16.35090909,0.1,-570.6314076,664.3344288,-0.20458768800000002,17.21090909,0.1,-593.7985386,719.4509724,-0.22419102,17.49636364,0.1,-604.492573,758.0569028,-0.230259149
47949.5,16.24555556,0.1,-525.7614529,587.6892834,-0.18409083899999998,15.96,0.1,-541.6995578,614.5030609,-0.19193619,16.35,0.1,-569.878788,662.882591,-0.20425269399999998,17.19444445,0.1,-593.2512989,717.8211646000001,-0.223792895,17.5,0.1,-604.1065085,756.3506183,-0.22987263100000002
47949.6,16.24272727,0.1,-524.9084993,586.3070217000001,-0.183502578,15.95636364,0.1,-540.8810844999999,613.1322303,-0.19146918,16.35090909,0.1,-569.1206157,661.4336325,-0.20394225,17.17363637,0.1,-592.6970222,716.1963621,-0.223386329,17.5,0.1,-603.7118697000001,754.6456038,-0.22945896
47949.7,16.24333333,0.1,-524.0559297,584.9243888999999,-0.182862898,15.96,0.1,-540.0623944,611.7613097999999,-0.191014529,16.35,0.1,-568.357083,659.9871484,-0.203644524,17.15555556,0.1,-592.1359491000001,714.5756872999999,-0.222978117,17.50333333,0.1,-603.3090348999999,752.9427031,-0.229043303
47949.8,16.24,0.1,-523.2039784,583.5413852,-0.1821526,15.95272727,0.1,-539.2434211,610.3916044,-0.190547679,16.35,0.1,-567.5887845999999,658.5435663,-0.203338982,17.13909091,0.1,-591.5672202000001,712.9598715,-0.222567027,17.51,0.1,-602.8976378,751.2412862000001,-0.228636134
47949.9,16.24,0.1,-522.3517261,582.1585054,-0.181431067,15.95555556,0.1,-538.4239726,609.0224053999999,-0.190092696,16.35,0.1,-566.8157447000001,657.1027174,-0.20302772600000002,17.12444445,0.1,-590.9913163,711.3480258999999,-0.222127618,17.51333333,0.1,-602.478249,749.5417131,-0.22829114
47950.0,16.23727273,0.1,-521.4999419,580.7759521,-0.18073452,15.95545455,0.1,-537.6046198,607.6524977999999,-0.189626238,16.34909091,0.1,-566.0378611000001,655.6641291,-0.20271299199999998,17.10636364,0.1,-590.4080511,709.740083,-0.221702701,17.51363636,0.1,-602.0507424,747.8433426,-0.228009646
47950.1,16.23777778,0.1,-520.6486438000001,579.3929941,-0.180032041,15.95,0.1,-536.7857468999999,606.2835017000001,-0.189112356,16.35,0.1,-565.2562272999999,654.2280605000001,-0.20239648600000001,17.09333333,0.1,-589.8189207,708.1360768,-0.221316922,17.51111111,0.1,-601.6158029000001,746.1470297000001,-0.22772288699999998
47950.2,16.24,0.1,-519.7973631,578.0104187000001,-0.179335653,15.95545454,0.1,-535.9668977,604.9134932999999,-0.188581146,16.35,0.1,-564.4702786,652.7942076,-0.202077072,17.08636364,0.1,-589.2228135,706.5361871,-0.22094111100000002,17.51,0.1,-601.1725892999999,744.4530894,-0.22738304
47950.3,16.24,0.1,-518.9458235000001,576.6278547000001,-0.178665751,15.96111111,0.1,-535.1472547000001,603.5438562,-0.188090855,16.35,0.1,-563.6807119,651.3621882,-0.20179355699999998,17.07888889,0.1,-588.6197537,704.9393452,-0.220567393,17.51,0.1,-600.7224233,742.7616231000001,-0.22701122199999998
47950.4,16.23818182,0.1,-518.0951065,575.2447847999999,-0.17800985600000002,15.95090909,0.1,-534.3283081000001,602.1745906,-0.187551866,16.35,0.1,-562.8880382,649.9316759,-0.20152321,17.07090909,0.1,-588.0096692000001,703.3456524000001,-0.22019295100000003,17.51272727,0.1,-600.2642597,741.0716406,-0.22661057
47950.5,16.23888889,0.1,-517.2445872,573.8617263,-0.17733217899999998,15.95222222,0.1,-533.5094871,600.8054490000001,-0.18697998,16.34888889,0.1,-562.0924374,648.5034921,-0.201232634,17.06777778,0.1,-587.3927582,701.7559749,-0.219826359,17.51444444,0.1,-599.7983746,739.384132,-0.226243279
47950.6,16.23818182,0.1,-516.3938752,572.4778355000001,-0.176601583,15.95363636,0.1,-532.6907434999999,599.4376125,-0.18642925,16.34909091,0.1,-561.2943844,647.0775468999999,-0.200931207,17.06,0.1,-586.7693751,700.1697952000001,-0.219480641,17.51,0.1,-599.324023,737.6992997000001,-0.22582221600000002
47950.7,16.23777778,0.1,-515.5435471,571.0939899,-0.17583529399999998,15.95666667,0.1,-531.8713866,598.0695172999999,-0.185867029,16.34888889,0.1,-560.4931882000001,645.6525914,-0.200636368,17.05888889,0.1,-586.1388592000001,698.5868321,-0.219154115,17.51,0.1,-598.8411447999999,736.0177737,-0.225318355
47950.8,16.23818182,0.1,-514.6925334,569.7101782000001,-0.175056849,15.96272727,0.1,-531.0504728,596.7018496000001,-0.18529542,16.34727273,0.1,-559.6882899,644.2298967,-0.200364242,17.05272727,0.1,-585.5012284,697.006793,-0.21882295100000002,17.51727273,0.1,-598.3491212,734.3383951000001,-0.224779987
47950.9,16.23555556,0.1,-513.8421741000001,568.3265017000001,-0.174295455,15.97666667,0.1,-530.2283927,595.3342044999999,-0.184693265,16.34,0.1,-558.8799899,642.809733,-0.2000627,17.05555556,0.1,-584.8568673,695.4294418,-0.21848627899999998,17.53111111,0.1,-597.8488836,732.6601966,-0.224274788
47951.0,16.23636364,0.1,-512.9917301,566.9426229,-0.173561422,15.99545454,0.1,-529.4049004,593.964568,-0.184110245,16.34,0.1,-558.0683484,641.3915602000001,-0.199692373,17.05272727,0.1,-584.2056077999999,693.8546209,-0.218162574,17.53818182,0.1,-597.3406363,730.9831557,-0.223803831
47951.1,16.24,0.1,-512.1412615,565.559138,-0.172848463,16.01,0.1,-528.5807706999999,592.5945605000001,-0.183510614,16.34333333,0.1,-557.2535697000001,639.9749171,-0.19934103399999997,17.05777778,0.1,-583.5484351,692.2826905000001,-0.21785390899999998,17.54888889,0.1,-596.8252926,729.3075650000001,-0.22334907699999998
47951.2,16.23818182,0.1,-511.290654,564.1758783,-0.172121645,16.02636363,0.1,-527.7559196000001,591.2231355,-0.18290854899999998,16.34545455,0.1,-556.4364529000001,638.5591964,-0.199061402,17.06,0.1,-582.8841896,690.7131778,-0.217580572,17.55727273,0.1,-596.3013802999999,727.6336831,-0.22293527600000002
47951.3,16.23888889,0.1,-510.4404125,562.7925176,-0.17139155600000003,16.04666667,0.1,-526.9293796000001,589.8505855000001,-0.182311401,16.34,0.1,-555.6185544,637.144432,-0.19874871800000002,17.06111111,0.1,-582.2131659,689.1462068,-0.217295715,17.56888889,0.1,-595.7694464,725.9606213999999,-0.222568375
47951.4,16.23909091,0.1,-509.59000810000003,561.409337,-0.170658184,16.05818182,0.1,-526.1009345,588.4771466,-0.18172658100000003,16.34,0.1,-554.7995257,635.730275,-0.198405035,17.06454545,0.1,-581.5346487,687.5819573,-0.216941816,17.57818182,0.1,-595.2288117,724.2890659,-0.22222793899999999
47951.5,16.23444444,0.1,-508.74008990000004,560.0256504,-0.16989559899999998,16.06666667,0.1,-525.2710468,587.1033927999999,-0.181130381,16.33555556,0.1,-553.9783150000001,634.3180305,-0.19803779600000002,17.07,0.1,-580.8492091,686.0196195,-0.21652836,17.58666667,0.1,-594.6804194,722.6198606,-0.221855092
47951.6,16.23727273,0.1,-507.88995480000006,558.6419865,-0.169075764,16.08,0.1,-524.4400531,585.7292338999999,-0.180490028,16.33,0.1,-553.1550246,632.9068208,-0.19762647,17.07636364,0.1,-580.1563902,684.4602506,-0.216119242,17.59,0.1,-594.1240654000001,720.9523417,-0.22145855600000003
47951.7,16.23333333,0.1,-507.0394346,557.258784,-0.168242248,16.09555555,0.1,-523.6074246000001,584.3542201,-0.17981461199999998,16.33555556,0.1,-552.3290177,631.4974446,-0.19723137699999999,17.08666667,0.1,-579.4570274,682.9029284,-0.215739997,17.59,0.1,-593.5598637,719.2871392000001,-0.22107190899999998
47951.8,16.23454545,0.1,-506.1884391,555.8752441,-0.167399734,16.11363636,0.1,-522.7730592,582.97798,-0.17914322,16.33090909,0.1,-551.4996510999999,630.0898457000001,-0.196852453,17.09545454,0.1,-578.7503875,681.3478553,-0.215388999,17.59,0.1,-592.9872495,717.6248267000001,-0.22067489
47951.9,16.23,0.1,-505.337455,554.4919181,-0.166563296,16.12888889,0.1,-521.9367946000001,581.600716,-0.17849173399999999,16.33,0.1,-550.6676881,628.684159,-0.196451524,17.10777778,0.1,-578.0368191,679.794525,-0.21502744,17.59333333,0.1,-592.4063249,715.9650556,-0.220244197
47952.0,16.22818182,0.1,-504.4860016,553.108806,-0.165704685,16.13545454,0.1,-521.0996823,580.2232834,-0.17779720000000002,16.33,0.1,-549.8329183,627.2803621,-0.19607352100000003,17.11909091,0.1,-577.3157213999999,678.2432525,-0.214652478,17.59636364,0.1,-591.8164709,714.3080395,-0.21982616600000002
47952.1,16.22777778,0.1,-503.6347459,551.7264140999999,-0.164837575,16.15555555,0.1,-520.2616022,578.8448607999999,-0.17709814699999998,16.33,0.1,-548.9958464,625.8779262999999,-0.19572355,17.13333333,0.1,-576.5877252,676.6940379,-0.21427810100000003,17.59,0.1,-591.2180842,712.6543522000001,-0.219383517
47952.2,16.22727273,0.1,-502.7835077,550.3431786,-0.163957407,16.17,0.1,-519.4216531000001,577.4643345,-0.176452045,16.32181818,0.1,-548.1565026000001,624.4769529,-0.195357904,17.14727273,0.1,-575.8517971,675.1466448,-0.21390172100000002,17.59,0.1,-590.6115131,711.0039037,-0.21893479
47952.3,16.22777778,0.1,-501.93183619999996,548.9604158,-0.163095993,16.17888889,0.1,-518.5809885,576.0835607,-0.175773128,16.31888889,0.1,-547.3150789,623.0780043,-0.19493892399999999,17.16444444,0.1,-575.1085558,673.6013432,-0.21352871399999998,17.58111111,0.1,-589.9973223999999,709.3568855000001,-0.21851742899999999
47952.4,16.22727273,0.1,-501.07944299999997,547.5784631,-0.162246643,16.18909091,0.1,-517.7392418000001,574.702652,-0.175076187,16.31727273,0.1,-546.471215,621.6811368,-0.194499554,17.18727273,0.1,-574.3570463,672.0574244,-0.21317937,17.58,0.1,-589.3755663,707.712825,-0.218120105
47952.5,16.22777778,0.1,-500.2276682,546.1962743,-0.161402668,16.19888889,0.1,-516.8965392,573.3206521000001,-0.174360087,16.31,0.1,-545.6248567000001,620.2858779000001,-0.194035686,17.20666667,0.1,-573.5987164,670.5147084,-0.212858562,17.57222222,0.1,-588.7470797999999,706.072161,-0.21772178600000003
47952.6,16.22727273,0.1,-499.3754841,544.8146595,-0.160532856,16.20818182,0.1,-516.0533135,571.9373247999999,-0.17361409100000003,16.30636364,0.1,-544.7754873,618.8932175,-0.19355230699999998,17.22909091,0.1,-572.8329834,668.9731616,-0.21253609,17.57,0.1,-588.1123076,704.4343987000001,-0.217325281
47952.7,16.22777778,0.1,-498.52296900000005,543.4325047,-0.159654746,16.22222222,0.1,-515.2081887,570.5532887,-0.172872343,16.30111111,0.1,-543.9241883,617.502537,-0.193075899,17.25111111,0.1,-572.0601237000001,667.4327726,-0.212195935,17.57,0.1,-587.4722472999999,702.798447,-0.216938666
47952.8,16.22545455,0.1,-497.670333,542.0513627,-0.158742923,16.23545454,0.1,-514.3620839,569.1688588999999,-0.17213071800000002,16.29,0.1,-543.0717528,616.1133977999999,-0.19256082,17.27181818,0.1,-571.2799871,665.8932489,-0.211865558,17.56181818,0.1,-586.8266583999999,701.1652845,-0.216574197
47952.9,16.22333333,0.1,-496.8171437,540.6702207999999,-0.157796036,16.24666667,0.1,-513.5144163,567.7835741,-0.17141662800000002,16.28333333,0.1,-542.2178986,614.7256309999999,-0.192028715,17.29333333,0.1,-570.4925795,664.3551643999999,-0.211531096,17.56,0.1,-586.1753365000001,699.5346301,-0.216234112
47953.0,16.22272727,0.1,-495.96377350000006,539.2893827,-0.15680549900000001,16.25727273,0.1,-512.6656608,566.3976594,-0.17070386699999998,16.28,0.1,-541.3628239,613.3390455,-0.19152348,17.31272727,0.1,-569.6977327000001,662.8181927999999,-0.211186857,17.56090909,0.1,-585.5182938999999,697.9059886,-0.21588909399999998
47953.1,16.22111111,0.1,-495.11124979999994,537.9090512,-0.155809135,16.26444444,0.1,-511.8170069,565.0106423,-0.169977503,16.27555556,0.1,-540.50731,611.9526850999999,-0.19103944899999997,17.32777778,0.1,-568.8951582999999,661.2828739,-0.210821415,17.56333333,0.1,-584.8555546,696.2792252,-0.215528377
47953.2,16.22454545,0.1,-494.25764410000005,536.5279098,-0.154853934,16.27818182,0.1,-510.9670187,563.6226128,-0.16927656600000002,16.26727273,0.1,-539.6525946,610.5664151000001,-0.19056878,17.34272727,0.1,-568.0849762,659.7497141,-0.21047308899999997,17.57,0.1,-584.1869443,694.6538785,-0.215177633
47953.3,16.22555556,0.1,-493.40528770000003,535.1462736999999,-0.153951737,16.27888889,0.1,-510.1160265,562.2347407999999,-0.168543363,16.26,0.1,-538.7989,609.1807302999999,-0.19007927600000002,17.35777778,0.1,-567.2689832000001,658.2177574,-0.21012731399999998,17.57,0.1,-583.5129017,693.0303761,-0.214854226
47953.4,16.22818182,0.1,-492.5532433,533.7634003000001,-0.153056219,16.29090909,0.1,-509.26458899999994,560.8466553,-0.167752168,16.25454546,0.1,-537.9462563,607.7954057999999,-0.189594012,17.37545454,0.1,-566.4474497,656.6869025000001,-0.209770702,17.57909091,0.1,-582.8325553,691.4093591,-0.21454933399999998
47953.5,16.23111111,0.1,-491.70209960000005,532.3801559999999,-0.152175433,16.3,0.1,-508.4120034,559.4578497,-0.166957357,16.24333333,0.1,-537.0952462,606.410138,-0.189080567,17.39555555,0.1,-565.6205319000001,655.1569696,-0.209402545,17.58,0.1,-582.1458572,689.7905576,-0.214242823
47953.6,16.22909091,0.1,-490.85121969999994,530.9973732,-0.15125227900000002,16.30090909,0.1,-507.5593992,558.0690781000001,-0.16618940599999998,16.23727273,0.1,-536.2464048,605.0239932,-0.18850557899999998,17.41363636,0.1,-564.7879113,653.6276323,-0.209013087,17.57909091,0.1,-581.4524769,688.1742527000001,-0.21387405
47953.7,16.22888889,0.1,-490.00095810000005,529.6144106,-0.15027104,16.29333333,0.1,-506.70639180000006,556.6808354,-0.165409719,16.23222222,0.1,-535.3988606,603.6380625,-0.187946296,17.43111111,0.1,-563.950928,652.0985307999999,-0.208637319,17.58333333,0.1,-580.7527028,686.560512,-0.213453626
47953.8,16.23090909,0.1,-489.1527631,528.2297272,-0.14927559699999998,16.27909091,0.1,-505.853558,555.2933241000001,-0.164607784,16.22363636,0.1,-534.5527699,602.2522784,-0.187393909,17.44727273,0.1,-563.1096057999999,650.5697777,-0.208287595,17.59090909,0.1,-580.0462765,684.948863,-0.21304071100000002
47953.9,16.23111111,0.1,-488.30536680000006,526.8442116,-0.148288844,16.26444445,0.1,-505.0009757,553.907658,-0.163784586,16.21111111,0.1,-533.7080905,600.8669785,-0.186806485,17.46444444,0.1,-562.2643353999999,649.0416991000001,-0.207938598,17.6,0.1,-579.3335705,683.3396206,-0.212641722
47954.0,16.23363636,0.1,-487.4591175,525.4584375,-0.14730698,16.25181818,0.1,-504.14847069999996,552.5232409,-0.162963325,16.20454545,0.1,-532.8647023,599.4820837999999,-0.186201991,17.47818182,0.1,-561.4151828,647.5143513999999,-0.207586639,17.6,0.1,-578.6143325,681.7325825,-0.212249209
47954.1,16.23777778,0.1,-486.6129459,524.0724048999999,-0.146316168,16.23555556,0.1,-503.29608509999997,551.1411638999999,-0.162121005,16.19777778,0.1,-532.0221427,598.096762,-0.18563196199999998,17.49444444,0.1,-560.5626707,645.9880835,-0.207231095,17.60111111,0.1,-577.8887909,680.1272647000001,-0.21186525899999997
47954.2,16.23636364,0.1,-485.76698389999996,522.6864401,-0.145333724,16.22909091,0.1,-502.443867,549.7593346,-0.16129570599999998,16.18454546,0.1,-531.1805799,596.7123967,-0.18505334899999998,17.50909091,0.1,-559.7069134,644.4611514999999,-0.206899301,17.60181818,0.1,-577.1569154,678.524905,-0.21147413
47954.3,16.23666667,0.1,-484.9213158,521.3002279,-0.144335476,16.21111111,0.1,-501.59224900000004,548.3797443,-0.16048481,16.17555556,0.1,-530.3394969999999,595.3295167,-0.184446062,17.52333333,0.1,-558.8477847,642.9352092,-0.206557393,17.60333333,0.1,-576.4188922999999,676.9255482000001,-0.21108184300000002
47954.4,16.23636364,0.1,-484.0764162,519.9144435,-0.143316227,16.19272727,0.1,-500.7417478,547.0014031000001,-0.159651072,16.16636364,0.1,-529.4993206,593.9475706000001,-0.183838817,17.53818182,0.1,-557.9856631,641.408963,-0.206168425,17.6,0.1,-575.6734838,675.3300829,-0.210690495
47954.5,16.23555556,0.1,-483.2318645,518.5285468000001,-0.14229070800000002,16.18,0.1,-499.8915824,545.6243896000001,-0.158804485,16.15777778,0.1,-528.6602193,592.5653662000001,-0.183246854,17.55444444,0.1,-557.1211315,639.8820866000001,-0.20574493300000002,17.60333333,0.1,-574.920834,673.7379355,-0.210285755
47954.6,16.23636364,0.1,-482.3888745,517.1428530000001,-0.141280015,16.16909091,0.1,-499.04097750000005,544.2494462000001,-0.157953164,16.14727273,0.1,-527.8220066,591.1833533,-0.182670732,17.56545454,0.1,-556.2541359,638.3549512999999,-0.2053781,17.61272727,0.1,-574.1609551,672.1491284,-0.209923516
47954.7,16.23222222,0.1,-481.5464427,515.7568669,-0.140245954,16.15222222,0.1,-498.1906483,542.875718,-0.157087568,16.13555556,0.1,-526.9848387,589.8022070000001,-0.182092365,17.57666667,0.1,-555.3851568,636.8279734,-0.205055667,17.62,0.1,-573.393823,670.5634366,-0.20958929399999998
47954.8,16.23181818,0.1,-480.7039262,514.3707573,-0.139186901,16.13545455,0.1,-497.3411775,541.50397,-0.156160734,16.12454546,0.1,-526.1479343999999,588.4226808,-0.181531854,17.58727273,0.1,-554.5137376,635.3008378999999,-0.20471586,17.62818182,0.1,-572.6193837000001,668.9799152,-0.20923327100000003
47954.9,16.23222222,0.1,-479.8610186000001,512.9848165,-0.138113612,16.12444445,0.1,-496.492421,540.1332348999999,-0.155223697,16.11,0.1,-525.3105787,587.0443698,-0.180955604,17.59888889,0.1,-553.6393975999999,633.7739834,-0.204330651,17.64555555,0.1,-571.8383222,667.3988343,-0.208862237
47955.0,16.23,0.1,-479.0184347,511.5999785,-0.137049486,16.11363636,0.1,-495.6441325,538.7627474,-0.154299111,16.09454546,0.1,-524.4741295,585.668084,-0.18031426600000003,17.60727273,0.1,-552.762359,632.2480400000001,-0.20390082899999998,17.66363636,0.1,-571.0496352000001,665.8193047999999,-0.20850844600000001
47955.1,16.22777778,0.1,-478.175724,510.2157368,-0.135996741,16.10333333,0.1,-494.7961737,537.3945888999999,-0.15340071800000002,16.08111111,0.1,-523.6382983,584.2938347,-0.17962156199999998,17.61444444,0.1,-551.8831267,630.7224677999999,-0.203486677,17.68333333,0.1,-570.2541997000001,664.2426432999999,-0.208164538
47955.2,16.22727273,0.1,-477.33267019999994,508.8310228,-0.134940816,16.08818182,0.1,-493.9487609,536.0278032,-0.152541321,16.07545455,0.1,-522.8025926,582.9203731,-0.17893728,17.62181818,0.1,-551.0009732999999,629.1981777999999,-0.203083994,17.70181818,0.1,-569.4507901000001,662.6677021,-0.207817234
